ID,Age,Gender,Marital_Status,Job_Role,Experience_Years,Monthly_Salary_INR,Working_Hours_per_Week,Commute_Time_Hours,Stress_Level,Health_Issues,Company_Size,Department,Sleep_Hours,Physical_Activity_Hours_per_Week,Manager_Support_Level,Work_Pressure_Level,Annual_Leaves_Taken,Work_Life_Balance,Family_Support_Level,Job_Satisfaction,Performance_Rating,Team_Size,Burnout_Symptoms,Location
48835,19,0,1,3,34,188571.99,80,2.33,0,2,0,0,4.1,6.1,0,2,18,0,6,10,2,9,0,3
6614,39,0,3,2,40,135261.58,88,0.23,0,3,1,2,4.4,2.3,7,10,27,3,6,4,3,96,2,2
35936,40,0,0,5,36,170997.87,90,0.71,0,1,0,5,7.8,8.6,2,8,29,8,8,3,1,95,0,2
28508,21,1,1,5,22,165092.89,47,2.62,0,1,2,4,7.0,7.6,5,4,24,0,10,0,10,1,1,3
43013,41,1,3,2,1,22782.94,51,0.46,0,1,2,2,5.5,3.9,9,6,22,5,3,5,6,33,2,0
25962,50,0,1,1,25,101488.97,74,2.86,0,2,0,1,5.9,7.4,2,2,12,3,2,9,2,86,1,3
28594,25,1,3,3,24,24201.13,49,0.79,0,0,1,4,6.7,4.7,6,8,28,1,4,2,10,8,2,2
22047,40,0,0,3,24,77692.46,43,1.04,0,2,0,2,8.1,9.0,2,0,11,1,9,7,8,64,1,2
6999,34,0,2,3,39,175318.31,89,2.32,0,1,2,4,8.7,8.0,4,0,15,7,2,1,4,74,1,0
7154,61,0,0,2,2,36440.91,57,1.23,0,3,0,1,6.1,4.5,4,4,19,2,6,1,4,60,1,3
34989,56,2,1,4,3,35976.24,59,0.7,0,0,0,1,4.2,8.4,0,4,19,7,9,7,10,58,1,3
4710,21,2,2,1,29,38770.1,47,2.51,0,1,1,5,8.2,1.9,1,9,29,10,7,8,0,17,1,0
29703,20,2,3,4,13,123324.68,50,1.32,0,1,1,1,8.3,8.6,8,2,27,6,9,5,7,60,2,3
25677,58,2,3,1,22,40957.09,52,2.06,0,3,2,2,5.7,8.5,6,8,0,5,10,6,8,55,2,0
6401,19,0,2,2,22,83364.27,36,0.94,0,3,2,1,4.8,9.0,3,3,7,10,8,10,9,56,2,0
32352,44,2,3,0,22,193582.94,43,1.64,0,0,2,1,5.4,0.2,4,0,16,2,8,3,1,13,2,2
34781,24,1,1,0,27,31541.82,44,1.72,0,0,2,0,7.5,1.2,7,5,5,0,0,7,9,55,0,3
36504,55,2,2,1,14,152453.81,81,2.41,0,0,2,5,5.2,4.1,7,1,7,9,5,4,4,100,1,1
7299,65,0,0,1,39,115412.61,90,1.9,0,0,1,1,8.7,3.2,7,1,10,9,7,7,0,24,2,0
13512,53,2,0,0,11,187509.61,48,2.12,0,2,1,3,8.1,4.2,9,2,7,5,0,7,2,10,1,2
29901,20,2,1,4,16,191985.29,79,0.91,0,1,0,4,7.4,3.8,5,8,7,9,6,7,9,91,2,3
48568,49,0,0,0,16,85729.77,71,1.03,0,2,0,2,7.5,2.3,1,3,16,4,5,0,10,75,2,2
14223,34,0,0,3,25,114317.97,73,1.93,0,3,2,4,7.7,7.6,5,2,6,10,6,7,1,75,1,3
10624,27,2,0,2,11,43710.99,67,1.47,0,2,2,4,8.4,6.0,9,7,20,6,7,10,8,22,1,0
41890,39,2,3,0,34,85195.09,82,0.34,0,3,2,0,6.9,6.5,9,4,20,3,2,7,1,87,1,0
10485,26,2,3,5,26,166218.33,85,1.55,0,2,0,3,7.2,3.3,4,6,29,9,6,6,1,81,1,1
6423,48,1,2,2,29,193556.44,82,1.26,0,0,2,0,7.9,9.2,4,5,19,9,0,0,10,56,1,0
10832,44,2,1,4,40,168287.57,85,1.87,0,3,2,2,7.2,9.2,0,4,21,10,9,0,10,65,2,1
9009,56,0,2,1,29,54453.49,49,1.58,0,2,1,1,5.5,5.1,8,10,12,5,9,4,7,61,2,0
43756,29,1,3,1,22,116824.05,50,2.06,0,3,0,5,7.0,4.5,6,7,5,1,5,9,5,87,0,1
33931,64,2,1,2,22,48462.6,72,0.32,0,0,0,1,5.5,0.5,9,7,28,0,3,7,0,100,1,3
46648,41,1,1,5,3,43996.94,78,1.62,0,3,1,3,6.7,2.0,5,3,23,0,9,8,7,60,0,3
13723,30,1,2,3,22,53049.66,68,2.06,0,1,2,1,7.0,2.3,0,10,11,4,2,3,6,57,2,0
7440,60,0,0,5,39,185530.96,36,2.21,0,3,0,1,6.2,9.9,5,6,0,10,6,10,0,16,1,0
25664,37,1,2,2,26,198355.71,46,0.31,0,1,1,3,5.9,5.7,8,8,11,4,4,1,2,99,2,0
36358,65,2,2,2,8,106570.33,68,2.78,0,0,1,5,6.9,8.4,0,3,3,10,5,6,7,44,2,1
18713,56,0,2,0,40,173088.47,39,1.8,0,2,1,4,7.0,5.6,0,3,15,3,8,1,9,64,2,3
4059,62,2,0,1,11,117806.41,43,2.67,0,2,0,3,6.8,9.2,3,3,21,8,5,10,7,10,2,0
47115,50,2,0,4,18,40589.75,60,2.11,0,3,2,5,4.6,2.8,0,4,3,1,2,8,4,14,2,2
45376,63,1,0,2,2,51690.4,67,2.79,0,1,1,4,7.6,9.0,6,0,16,3,10,4,4,40,1,2
17715,43,1,2,4,10,186865.91,85,1.2,0,2,0,4,7.9,1.6,5,8,22,6,1,5,7,92,2,3
33283,59,0,2,0,38,73749.12,62,2.63,0,0,2,2,7.7,7.4,10,7,17,7,8,1,8,22,2,2
14466,36,0,3,5,39,86008.85,55,1.57,0,3,0,4,6.9,0.4,3,10,1,6,3,4,3,50,2,3
25381,48,2,2,4,13,67328.63,89,0.04,0,0,2,5,7.7,3.6,0,9,12,7,7,3,1,44,0,2
32075,59,1,0,3,11,58295.17,64,0.41,0,1,0,1,6.3,1.8,3,2,10,9,4,3,6,25,2,3
34667,28,2,2,2,22,161534.63,74,1.29,0,3,2,4,5.6,8.3,2,1,14,9,3,1,1,38,0,0
9560,61,1,2,2,14,76076.56,59,0.11,0,3,0,1,4.8,1.4,8,3,9,10,7,3,4,31,2,1
186,20,2,0,3,2,141310.75,84,0.44,0,1,0,3,8.8,2.5,0,6,13,7,3,5,7,58,2,3
38175,48,2,0,3,33,149835.64,39,1.73,0,3,2,0,5.2,3.0,2,5,12,7,7,9,7,15,0,3
27805,25,0,2,0,33,88501.37,77,0.52,0,1,0,4,6.9,6.1,0,0,3,0,0,0,9,47,0,3
28204,19,1,2,1,11,175182.02,51,2.87,0,0,1,4,6.9,5.0,10,9,28,4,9,6,4,91,1,2
22802,41,0,3,5,29,189973.15,85,2.82,0,0,2,0,7.9,2.9,5,7,21,6,10,2,5,80,0,3
35721,19,2,3,2,25,84109.28,38,2.11,0,2,2,3,6.2,5.3,10,8,26,0,2,0,10,72,1,1
15009,50,1,0,5,25,160292.06,65,1.94,0,1,0,2,7.8,6.0,9,0,10,3,2,4,7,10,1,2
11468,48,0,0,1,40,116463.38,43,0.42,0,0,2,4,7.8,2.7,1,3,28,4,10,7,0,56,0,3
15912,22,2,0,3,35,95829.31,79,0.09,0,1,1,4,8.5,7.8,7,8,24,2,2,8,5,94,1,3
49902,50,2,2,1,18,197341.2,61,1.09,0,0,1,3,4.4,4.0,1,2,4,7,7,10,9,92,2,0
45537,19,1,2,1,13,65243.27,64,2.1,0,3,2,2,6.7,6.0,7,6,22,4,8,7,0,21,1,3
34233,49,0,1,1,12,160956.1,60,1.66,0,2,0,0,5.1,6.1,0,6,20,0,8,1,0,31,2,1
5127,40,2,2,0,40,57778.48,42,2.07,0,0,1,3,5.0,6.9,5,1,13,3,0,7,5,100,0,2
46814,21,2,2,1,5,110961.33,87,1.97,0,3,1,4,6.9,2.5,4,8,17,0,8,7,1,23,0,2
28233,21,2,3,3,1,22325.92,57,0.64,0,1,2,3,4.2,8.8,0,6,0,8,8,9,4,50,2,3
14534,34,1,1,3,18,35266.47,72,2.52,0,1,2,2,8.8,2.7,1,1,17,6,10,10,10,20,2,2
20567,24,0,1,5,25,149772.73,46,2.81,0,3,0,4,5.3,4.8,4,2,19,9,8,5,6,12,0,3
5173,53,2,1,4,4,119718.53,59,0.98,0,0,1,1,4.6,6.4,6,8,16,1,0,10,2,37,0,3
28694,59,1,0,5,25,61504.21,53,0.64,0,1,0,5,4.6,3.6,10,4,11,0,3,10,2,55,2,3
126,61,0,0,1,36,130179.29,53,2.21,0,0,0,1,6.4,7.0,3,2,25,2,5,10,5,29,0,1
39661,18,2,0,3,39,48630.44,72,0.18,0,3,2,3,4.4,7.5,10,1,26,0,6,3,7,92,2,2
43207,26,1,1,2,26,86413.92,80,0.77,0,1,2,2,8.7,7.9,2,10,11,1,5,7,1,39,1,0
4348,45,0,2,5,26,132641.27,72,1.52,0,3,0,4,7.1,1.1,1,7,12,2,2,10,2,41,0,1
4447,57,1,3,5,26,33960.22,45,2.68,0,1,1,5,5.2,8.4,0,0,25,2,5,7,1,75,1,0
12038,36,1,0,2,33,197289.19,57,1.93,0,0,2,1,5.2,5.5,5,4,4,3,6,4,0,99,2,1
48450,65,2,3,0,31,147868.91,81,2.45,0,0,0,5,7.3,3.7,2,5,12,2,6,5,10,3,2,1
31546,60,0,2,1,13,173798.3,61,1.29,0,0,1,2,4.0,10.0,3,9,24,8,1,10,2,5,2,3
31495,54,1,2,0,39,67172.64,40,2.11,0,3,1,1,4.6,4.0,6,2,8,4,4,0,6,73,2,3
10609,64,0,0,0,10,79266.12,64,2.08,0,0,1,4,5.6,7.4,8,10,1,8,3,5,10,79,0,3
13000,54,1,3,3,27,41788.77,59,2.11,0,2,0,0,9.0,0.1,10,1,10,4,1,0,0,24,2,2
38307,45,1,3,5,10,190073.34,38,0.83,0,1,2,1,5.3,5.9,6,6,16,4,10,10,1,20,0,2
27286,61,0,3,0,40,150119.03,89,2.5,0,1,2,2,6.5,0.4,4,0,14,0,9,1,6,97,0,3
47141,27,2,2,5,16,141855.93,36,1.01,0,2,2,3,8.2,1.6,4,8,14,2,2,0,7,61,2,2
30487,61,0,0,2,24,68471.44,44,0.34,0,2,0,3,4.5,5.6,6,10,26,6,7,0,5,94,1,0
4042,29,0,2,5,7,55657.84,67,1.89,0,2,2,0,8.8,9.4,10,5,6,5,7,0,4,4,2,2
11440,41,0,2,4,15,48037.15,68,1.0,0,1,2,4,6.3,6.5,10,9,5,10,1,3,9,33,2,3
36183,23,0,3,2,8,119283.07,40,0.65,0,0,1,3,7.9,2.6,3,4,26,4,10,9,1,50,0,2
35727,56,2,2,4,25,143909.02,70,0.68,0,0,0,5,7.0,0.4,9,2,10,10,0,9,7,42,0,1
31008,31,0,1,1,13,25643.07,90,2.56,0,1,1,3,7.4,7.5,6,4,1,9,5,7,3,7,0,0
1952,62,0,0,0,7,25594.05,78,0.38,0,1,0,3,4.9,9.8,7,3,10,9,5,0,10,34,0,0
22986,52,0,1,5,25,21128.98,74,0.98,0,3,1,4,5.7,2.3,8,8,25,7,9,10,4,32,1,2
27466,42,2,3,5,33,159296.12,74,0.42,0,3,0,1,5.1,0.1,4,5,20,9,10,0,7,99,0,2
22428,50,1,2,0,2,147391.89,76,2.74,0,0,0,4,4.4,6.1,7,0,23,4,5,3,2,92,2,3
41192,43,0,3,4,14,109338.79,86,2.67,0,0,0,1,8.3,5.8,0,0,29,8,3,5,8,27,2,2
33707,23,2,2,0,23,191752.37,84,2.86,0,1,2,2,6.4,1.1,5,5,20,3,7,3,3,44,2,2
12488,47,1,0,3,7,106824.65,87,1.58,0,0,2,3,5.8,2.0,10,0,10,2,9,3,6,66,2,1
46573,54,0,1,4,24,190690.73,36,0.21,0,1,2,0,7.6,0.5,10,4,23,9,5,7,4,97,1,0
12197,52,2,1,0,28,29848.54,85,2.77,0,1,1,2,5.4,7.3,9,2,28,3,9,7,7,33,1,1
22374,61,1,3,4,37,111005.98,72,1.69,0,3,2,4,6.6,2.0,0,8,14,2,3,0,5,58,2,1
48640,37,0,1,2,27,165329.83,51,1.48,0,3,0,3,8.3,3.7,3,0,0,4,5,6,8,65,0,1
25770,30,0,3,3,34,107191.81,70,2.0,0,3,1,2,8.9,9.2,2,9,27,10,10,4,9,100,1,0
31283,18,1,2,5,39,103765.69,84,2.42,0,0,1,0,9.0,7.7,8,6,7,0,7,0,1,26,0,0
617,27,2,2,0,16,43129.51,74,1.75,0,1,1,3,4.6,2.1,3,2,17,10,3,9,1,95,2,3
46879,61,0,0,4,28,52939.81,54,2.52,0,1,0,5,5.9,2.0,10,1,7,2,1,1,6,25,1,3
2011,25,2,1,0,33,69231.94,41,2.23,0,3,2,5,6.6,9.3,3,6,13,8,1,0,4,69,1,2
48651,59,1,1,0,36,122623.99,67,1.67,0,0,0,0,6.1,0.2,9,7,13,8,3,6,9,71,2,2
17186,45,0,0,2,25,34635.97,87,1.52,0,3,0,4,7.4,1.0,0,2,5,4,1,6,1,34,0,0
18581,56,2,3,0,2,28161.22,52,1.52,0,2,2,1,8.0,9.3,5,8,26,1,0,5,8,56,2,1
49165,65,0,1,2,24,122511.96,51,1.31,0,1,2,2,7.1,5.1,4,3,24,9,4,1,6,53,1,0
40977,42,0,0,0,8,25876.42,88,3.0,0,2,2,3,6.1,0.1,2,6,10,5,1,2,0,55,1,0
12458,27,2,2,0,29,70024.29,44,0.0,0,2,0,0,8.1,9.1,9,2,9,9,3,0,1,38,1,3
20373,38,0,0,1,32,24589.89,55,2.0,0,1,2,5,7.1,7.2,6,1,8,0,4,4,8,46,2,2
2258,31,0,0,0,13,130176.51,48,1.81,0,3,2,5,7.2,1.5,1,4,8,4,1,0,0,63,1,0
17475,38,2,2,2,8,162711.49,39,2.76,0,2,0,4,6.4,3.0,5,7,4,10,7,4,3,96,0,1
43988,57,0,0,1,25,65550.83,36,2.95,0,1,0,4,5.3,9.2,7,0,29,7,3,5,7,94,2,0
27113,30,2,3,4,29,189923.63,68,1.45,0,0,1,2,5.1,9.0,7,8,3,9,5,9,7,50,1,1
41567,26,2,1,5,13,161658.23,39,1.52,0,0,2,5,7.7,7.9,3,3,2,0,6,7,6,30,1,1
10843,28,1,2,1,22,91683.14,89,0.79,0,1,1,0,8.6,2.3,6,5,24,9,0,9,4,55,2,2
18181,60,0,2,5,32,75726.33,89,1.61,0,0,0,2,7.3,8.4,7,2,14,2,4,9,3,93,1,3
45846,54,2,3,5,20,69766.41,40,0.78,0,0,2,5,8.2,8.9,6,0,14,3,7,8,0,6,2,1
46560,46,0,0,0,8,119167.41,40,2.43,0,1,2,1,8.7,3.2,10,7,13,1,4,2,10,91,0,0
43916,57,2,3,3,31,137198.78,70,2.82,0,0,0,1,8.4,0.3,9,4,13,1,0,0,0,55,1,2
37558,38,2,1,1,2,25362.66,39,1.65,0,1,0,4,6.3,8.6,7,1,3,9,8,0,0,42,1,0
19306,39,1,1,5,8,76543.61,66,2.45,0,2,1,2,8.7,3.4,10,9,12,2,6,1,6,30,1,2
1452,55,2,2,1,19,40086.22,69,1.42,0,2,1,5,4.2,0.2,3,6,3,0,1,3,0,88,2,0
965,47,2,1,4,19,83007.43,69,1.01,0,2,1,1,6.4,1.0,1,0,26,10,6,5,10,16,1,3
13789,59,0,2,0,19,107960.65,72,1.94,0,1,1,4,4.7,2.6,2,9,23,0,0,7,4,14,1,2
38144,19,2,1,3,33,190547.17,86,1.79,0,0,2,4,7.2,3.7,7,6,16,0,8,1,3,89,2,2
32694,23,2,2,3,17,100562.45,45,1.77,0,3,1,0,4.7,9.4,10,8,25,10,8,4,9,26,2,2
31185,52,2,3,0,15,146714.48,57,1.15,0,0,0,0,6.9,8.1,8,7,27,4,8,5,3,78,1,3
39979,57,2,2,0,4,72307.58,50,0.68,0,0,2,1,7.0,5.0,4,5,14,3,8,2,2,54,0,2
10259,19,2,3,4,40,140883.44,60,1.49,0,0,2,1,5.4,4.7,3,1,4,2,4,5,9,12,2,3
21478,36,2,3,0,20,92453.97,43,0.26,0,1,2,2,8.8,0.7,2,6,2,6,4,3,3,25,0,1
31958,31,1,1,0,15,138653.64,45,1.13,0,1,2,2,4.9,3.0,4,5,2,0,7,1,5,81,2,3
12190,58,2,2,0,24,63285.9,63,0.59,0,3,1,0,5.2,6.1,4,2,23,4,0,1,4,19,2,1
8348,55,0,3,3,29,29194.64,58,1.63,0,2,2,2,8.2,1.7,8,2,0,0,7,4,6,8,0,3
25839,52,1,0,3,27,98857.39,36,0.12,0,3,1,0,4.4,4.2,1,10,19,9,3,7,10,2,0,2
39517,27,2,3,2,0,133291.42,78,2.99,0,0,1,1,5.5,7.2,7,3,11,7,1,0,4,93,1,3
7559,63,0,0,3,31,34442.59,73,2.79,0,3,2,0,4.3,4.0,9,9,4,3,1,8,9,37,2,2
45461,25,2,2,2,31,164522.71,76,2.9,0,3,2,1,4.7,6.1,7,4,24,9,8,9,3,35,2,0
26874,48,2,2,2,24,20943.97,73,1.46,0,0,2,2,8.5,9.8,0,2,19,10,8,3,3,17,1,2
29249,65,0,0,3,34,199539.85,75,0.06,0,3,2,2,5.6,8.5,4,6,16,2,3,10,3,78,1,0
40903,50,1,1,2,12,183108.01,83,0.12,0,2,0,3,7.1,3.3,5,2,26,3,6,0,6,38,1,2
41714,37,1,2,4,15,182463.41,70,2.46,0,0,1,3,7.7,5.8,7,0,18,3,6,3,3,30,2,0
16414,49,1,0,1,10,187023.96,49,2.34,0,3,1,1,8.4,3.9,4,0,24,0,8,1,1,5,1,3
48330,43,2,3,3,2,154400.11,68,0.38,0,3,1,2,4.7,2.4,9,5,26,8,8,6,8,46,2,0
49818,22,1,2,1,11,95240.86,70,1.46,0,1,0,2,7.7,7.9,7,8,30,3,2,1,10,78,1,1
46746,53,1,3,1,11,56875.11,38,0.33,0,1,1,4,7.2,9.7,2,4,21,1,3,0,1,83,1,3
